RA,Ano,Pedra,Defasagem,INDE,IAN,IDA,IEG,IAA,IPS,IPV,Target_Risco,IPP
RA-288,2022,QUARTZO,-3,4.097,2.5,0.0,5.6,0.0,6.3,6.833,1,
RA-289,2022,AGATA,-1,6.236,5.0,6.8,7.8,0.0,6.3,7.25,1,
RA-290,2022,QUARTZO,-4,4.929,2.5,1.7,3.9,10.0,6.3,6.042,1,
RA-291,2022,TOPAZIO,0,8.122,10.0,8.0,8.2,8.3,6.9,7.792,0,
RA-292,2022,QUARTZO,-3,4.837,2.5,1.8,3.7,7.9,7.5,6.292,1,
RA-293,2022,QUARTZO,0,4.875,10.0,2.3,2.9,8.8,7.5,3.333,0,
RA-294,2022,QUARTZO,-5,5.031,2.5,0.0,5.8,9.6,7.5,5.917,1,
RA-295,2022,AMETISTA,-1,7.305,5.0,6.9,8.0,7.9,7.5,7.375,1,
RA-296,2022,QUARTZO,-2,4.665,5.0,2.8,3.6,8.8,7.5,3.833,1,
RA-297,2022,AMETISTA,0,7.478,10.0,6.6,7.9,7.1,6.3,7.417,0,
RA-298,2022,AGATA,0,6.409,10.0,5.2,6.3,9.2,5.6,5.417,0,
RA-299,2022,AMETISTA,0,7.278,10.0,6.8,8.2,7.1,5.0,6.708,0,
RA-300,2022,QUARTZO,-1,5.557,5.0,3.1,6.9,5.4,6.3,5.875,1,
RA-301,2022,AGATA,0,6.802,10.0,6.3,5.8,8.8,5.6,6.042,0,
RA-302,2022,AGATA,-3,6.334,2.5,4.8,7.7,9.2,6.9,6.208,1,
RA-303,2022,AGATA,-1,6.03,5.0,3.9,7.2,7.5,7.5,5.375,1,
RA-304,2022,AGATA,-2,6.355,5.0,4.3,7.7,8.8,7.5,5.542,1,
RA-305,2022,AGATA,-1,6.058,5.0,4.8,6.6,7.9,7.5,5.208,1,
RA-306,2022,AGATA,-1,6.427,5.0,5.2,6.8,8.3,7.5,5.958,1,
RA-307,2022,QUARTZO,-1,4.733,5.0,2.5,4.5,5.4,7.5,4.708,1,
RA-308,2022,AGATA,0,6.93,10.0,5.0,7.4,7.9,6.9,6.167,0,
RA-309,2022,AGATA,-1,6.151,5.0,6.5,5.2,9.2,7.5,5.083,1,
RA-310,2022,AGATA,-2,6.4,5.0,4.5,7.5,7.9,7.5,6.0,1,
RA-311,2022,QUARTZO,-3,5.652,2.5,5.2,5.6,7.9,5.0,6.222,1,
RA-312,2022,AMETISTA,0,7.339,10.0,5.2,8.1,9.6,7.5,6.167,0,
RA-313,2022,QUARTZO,-1,5.8,5.0,4.1,7.0,7.5,5.0,5.889,1,
RA-314,2022,AGATA,0,6.1,10.0,5.3,5.4,5.4,5.0,6.0,0,
RA-315,2022,QUARTZO,0,5.672,10.0,3.0,5.1,6.7,7.5,5.056,0,
RA-316,2022,AMETISTA,-1,7.889,5.0,6.1,10.0,10.0,6.9,8.389,1,
RA-317,2022,AMETISTA,0,7.04,10.0,6.8,5.6,8.8,7.5,5.944,0,
RA-318,2022,AGATA,-1,6.527,5.0,5.8,6.9,8.3,6.9,6.111,1,
RA-319,2022,AMETISTA,0,7.448,10.0,5.2,7.7,9.2,7.5,7.5,0,
RA-320,2022,AMETISTA,-1,7.897,5.0,6.4,10.0,8.8,6.9,8.667,1,
RA-321,2022,AMETISTA,0,7.792,10.0,5.2,9.1,9.2,5.6,8.278,0,
RA-322,2022,AGATA,0,6.859,10.0,4.7,8.1,7.1,5.0,6.778,0,
RA-323,2022,AGATA,0,6.86,10.0,3.4,7.3,9.2,7.5,6.611,0,
RA-324,2022,TOPAZIO,0,8.27,10.0,6.8,9.3,10.0,6.9,8.611,0,
RA-325,2022,AMETISTA,0,7.619,10.0,6.0,6.8,9.5,7.5,8.444,0,
RA-326,2022,TOPAZIO,-1,8.22,5.0,9.0,9.7,10.0,5.0,8.944,1,
RA-327,2022,AGATA,0,6.986,10.0,2.8,8.8,8.5,7.5,7.333,0,
RA-328,2022,AGATA,-1,6.823,5.0,5.3,7.0,10.0,7.5,7.5,1,
RA-329,2022,AGATA,0,6.313,10.0,5.0,6.9,7.4,4.4,5.778,0,
RA-330,2022,AGATA,-2,6.446,5.0,2.5,8.8,9.5,7.5,7.056,1,
RA-331,2022,AGATA,-1,6.636,5.0,3.7,8.7,9.0,7.5,6.944,1,
RA-332,2022,AMETISTA,-1,7.883,5.0,7.5,9.0,9.5,8.1,8.5,1,
RA-333,2022,QUARTZO,-2,5.249,5.0,2.9,5.8,8.0,3.8,6.722,1,
RA-334,2022,AMETISTA,0,7.961,10.0,8.0,9.2,6.9,4.4,8.722,0,
RA-335,2022,AMETISTA,0,7.902,10.0,7.4,9.4,9.5,7.5,6.833,0,
RA-336,2022,AGATA,-1,6.787,5.0,5.1,8.5,9.5,4.4,7.889,1,
RA-337,2022,AMETISTA,0,7.914,10.0,5.8,9.3,10.0,7.5,7.611,0,
RA-338,2022,AGATA,-1,6.837,5.0,5.8,7.3,8.5,7.5,7.611,1,
RA-339,2022,TOPAZIO,0,8.488,10.0,8.1,9.9,6.9,7.5,8.889,0,
RA-340,2022,AMETISTA,0,7.721,10.0,6.5,8.2,9.0,7.5,7.667,0,
RA-341,2022,AGATA,-1,6.854,5.0,5.8,7.7,8.0,7.5,7.5,1,
RA-342,2022,AGATA,-2,6.941,5.0,6.6,6.7,9.0,7.5,7.5,1,
RA-343,2022,AGATA,-2,6.9,5.0,5.9,7.4,9.5,7.5,7.167,1,
RA-344,2022,AMETISTA,0,7.263,10.0,4.5,8.3,8.5,7.5,7.5,0,
RA-345,2022,QUARTZO,-1,5.75,5.0,3.6,5.4,9.5,5.6,6.667,1,
RA-346,2022,TOPAZIO,0,8.143,10.0,7.0,9.1,10.0,7.5,7.889,0,
RA-347,2022,AMETISTA,-1,7.908,5.0,8.5,10.0,9.0,5.6,8.0,1,
RA-348,2022,QUARTZO,-1,5.864,5.0,1.8,8.7,9.0,7.5,5.833,1,
RA-349,2022,QUARTZO,-1,5.658,5.0,3.7,7.7,9.5,7.5,3.944,1,
RA-350,2022,TOPAZIO,0,8.206,10.0,6.5,8.8,10.0,7.5,8.611,0,
RA-351,2022,AGATA,-2,6.622,5.0,4.0,7.2,9.0,7.5,8.111,1,
RA-352,2022,AMETISTA,0,7.834,10.0,7.0,8.1,9.0,5.6,8.389,0,
RA-353,2022,TOPAZIO,0,8.264,10.0,7.5,10.0,7.0,7.5,8.444,0,
RA-354,2022,QUARTZO,-1,5.858,5.0,4.5,4.3,8.5,7.5,7.333,1,
RA-355,2022,QUARTZO,-1,5.379,5.0,4.5,5.0,5.8,7.5,6.056,1,
RA-356,2022,AGATA,-1,6.69,5.0,4.6,8.4,10.0,5.0,8.278,1,
RA-357,2022,AMETISTA,-1,7.836,5.0,8.5,9.6,8.0,7.5,7.778,1,
RA-358,2022,QUARTZO,-1,5.412,5.0,0.0,6.5,7.5,7.5,7.556,1,
RA-359,2022,AGATA,-1,6.606,5.0,4.6,7.0,9.0,7.5,7.5,1,
RA-360,2022,AMETISTA,-1,7.075,5.0,5.2,8.5,9.5,7.5,7.5,1,
RA-361,2022,AGATA,-1,6.731,5.0,5.0,9.2,7.9,6.3,6.778,1,
RA-362,2022,AMETISTA,-1,7.413,5.0,7.9,7.9,8.5,7.5,7.5,1,
RA-363,2022,AGATA,-1,6.644,5.0,2.0,10.0,10.0,6.9,7.056,1,
RA-364,2022,TOPAZIO,0,8.75,10.0,8.8,10.0,9.5,7.5,8.167,0,
RA-365,2022,TOPAZIO,0,8.063,10.0,7.8,10.0,8.0,5.0,7.833,0,
RA-366,2022,AMETISTA,-1,7.181,5.0,5.5,9.4,9.5,7.5,6.833,1,
RA-367,2022,AGATA,-1,6.95,5.0,6.7,7.4,8.5,6.3,7.5,1,
RA-368,2022,AGATA,-1,6.969,5.0,7.3,7.9,8.0,5.0,7.5,1,
RA-369,2022,AGATA,0,6.973,10.0,4.8,6.9,9.0,7.5,6.889,0,
RA-370,2022,AMETISTA,-1,7.066,5.0,7.2,8.2,8.5,5.0,7.611,1,
RA-371,2022,TOPAZIO,0,8.112,10.0,8.4,8.0,9.5,6.9,7.667,0,
RA-372,2022,AMETISTA,0,7.304,10.0,7.8,5.5,8.5,6.9,7.389,0,
RA-373,2022,AMETISTA,0,7.503,10.0,7.3,9.5,6.4,5.0,6.944,0,
RA-374,2022,AMETISTA,-1,7.747,5.0,6.9,9.8,9.0,7.5,7.944,1,
RA-375,2022,AMETISTA,0,7.831,10.0,5.4,9.5,9.0,7.5,7.667,0,
RA-376,2022,AGATA,-1,6.957,5.0,4.3,9.0,9.0,7.5,7.5,1,
RA-377,2022,AGATA,-1,6.743,5.0,6.2,7.7,9.0,5.6,6.833,1,
RA-378,2022,AMETISTA,-1,7.203,5.0,8.1,6.8,9.0,5.6,7.889,1,
RA-379,2022,AGATA,-1,6.722,5.0,5.0,8.1,8.5,7.5,6.778,1,
RA-380,2022,QUARTZO,-1,4.556,5.0,2.5,4.4,7.9,5.0,4.833,1,
RA-381,2022,AGATA,-1,6.454,5.0,3.3,8.3,9.0,6.9,6.944,1,
RA-382,2022,AGATA,-2,6.777,5.0,5.4,7.7,9.0,6.3,7.333,1,
RA-383,2022,TOPAZIO,0,8.4,10.0,8.1,9.6,9.0,7.5,7.778,0,
RA-384,2022,AMETISTA,-1,7.558,5.0,8.1,8.4,9.0,6.3,8.0,1,
RA-385,2022,AGATA,-1,6.083,5.0,4.9,7.5,7.4,5.0,6.5,1,
RA-386,2022,AGATA,-1,6.104,5.0,4.0,5.9,10.0,5.6,7.222,1,
RA-387,2022,AGATA,-1,6.323,5.0,3.7,8.2,7.0,7.5,6.833,1,
RA-388,2022,AGATA,-2,6.654,5.0,4.5,8.5,7.9,5.6,7.722,1,
RA-389,2022,AMETISTA,0,7.184,10.0,3.5,8.9,8.0,7.5,7.556,0,
RA-390,2022,AGATA,-1,6.776,5.0,4.7,8.8,7.4,6.3,7.722,1,
RA-391,2022,AMETISTA,-1,7.117,5.0,5.1,8.1,10.0,7.5,8.056,1,
RA-392,2022,AGATA,-2,6.418,5.0,4.8,8.8,9.5,5.6,6.778,1,
RA-393,2022,QUARTZO,-4,5.518,2.5,4.6,5.4,10.0,5.0,6.778,1,
RA-394,2022,AMETISTA,0,7.897,10.0,5.9,8.6,9.5,7.5,8.444,0,
RA-395,2022,AMETISTA,0,7.683,10.0,4.9,8.9,9.0,7.5,8.333,0,
RA-396,2022,AGATA,-1,6.556,5.0,5.6,8.0,9.0,6.3,6.556,1,
RA-397,2022,QUARTZO,-2,5.852,5.0,2.8,5.7,9.0,6.9,7.167,1,
RA-398,2022,AMETISTA,0,7.742,10.0,5.5,9.3,9.0,7.5,7.5,0,
RA-399,2022,AGATA,-1,6.58,5.0,4.3,9.3,6.8,5.6,7.5,1,
RA-400,2022,AGATA,-2,6.042,5.0,1.7,8.5,9.0,5.0,7.444,1,
RA-401,2022,AGATA,-1,6.645,5.0,4.3,9.6,6.9,7.5,6.722,1,
RA-402,2022,QUARTZO,-1,5.261,5.0,3.0,3.7,9.0,5.0,7.222,1,
RA-403,2022,AMETISTA,-1,7.455,5.0,6.3,9.3,9.5,7.5,7.5,1,
RA-404,2022,AGATA,-1,6.658,5.0,5.3,7.3,9.0,7.5,6.944,1,
RA-405,2022,QUARTZO,-1,5.661,5.0,3.3,6.2,9.5,5.0,6.0,1,
RA-406,2022,AMETISTA,-1,7.496,5.0,6.6,9.5,9.5,7.5,7.333,1,
RA-407,2022,AMETISTA,-1,7.195,5.0,6.0,9.3,8.5,7.5,7.056,1,
RA-408,2022,AGATA,-1,6.725,5.0,3.3,9.7,8.0,7.5,7.333,1,
RA-409,2022,TOPAZIO,0,8.15,10.0,7.8,9.7,7.9,7.5,7.5,0,
RA-410,2022,QUARTZO,-2,5.675,5.0,2.0,6.5,7.4,6.3,7.444,1,
RA-411,2022,AMETISTA,-1,7.232,5.0,7.1,8.6,6.4,7.5,7.833,1,
RA-412,2022,AMETISTA,-1,7.556,5.0,7.3,9.0,8.5,7.5,7.778,1,
RA-413,2022,AGATA,-1,6.408,5.0,4.7,8.7,6.4,5.6,7.056,1,
RA-414,2022,AMETISTA,-1,7.284,5.0,5.9,9.3,8.0,7.5,7.667,1,
RA-415,2022,AMETISTA,0,7.695,10.0,6.2,8.3,8.0,7.5,8.056,0,
RA-416,2022,AMETISTA,-1,7.913,5.0,7.2,9.3,9.5,8.8,8.222,1,
RA-417,2022,TOPAZIO,-1,8.428,5.0,8.0,10.0,10.0,7.5,9.556,1,
RA-418,2022,TOPAZIO,0,8.175,10.0,7.5,9.4,8.0,7.5,8.222,0,
RA-419,2022,AMETISTA,-1,7.359,5.0,6.9,9.2,7.5,5.6,8.389,1,
RA-420,2022,AMETISTA,0,7.461,10.0,4.5,9.0,9.5,5.6,8.0,0,
RA-421,2022,TOPAZIO,0,8.717,10.0,8.8,9.3,8.5,7.5,9.111,0,
RA-422,2022,AGATA,-1,6.746,5.0,2.5,10.0,8.5,7.5,7.5,1,
RA-423,2022,AGATA,-1,6.647,5.0,2.3,9.6,8.4,7.5,7.667,1,
RA-424,2022,AMETISTA,-1,7.94,5.0,7.5,10.0,9.0,7.5,8.222,1,
RA-425,2022,TOPAZIO,-1,8.117,5.0,9.0,10.0,9.0,7.5,7.5,1,
RA-426,2022,AGATA,-2,6.35,5.0,4.6,6.5,9.0,7.5,7.111,1,
RA-427,2022,AGATA,-1,6.245,5.0,2.5,8.5,8.0,7.5,6.778,1,
RA-428,2022,AMETISTA,-1,7.683,5.0,9.5,8.7,6.8,7.5,7.111,1,
RA-429,2022,QUARTZO,-1,5.811,5.0,2.7,5.3,10.0,7.5,6.611,1,
RA-430,2022,AMETISTA,-1,7.585,5.0,8.5,8.6,9.5,7.5,6.611,1,
RA-431,2022,AMETISTA,0,7.175,10.0,4.5,8.1,9.0,7.5,6.778,0,
RA-432,2022,AGATA,-2,6.34,5.0,5.1,6.8,10.0,5.0,6.611,1,
RA-433,2022,QUARTZO,-1,5.557,5.0,2.6,7.3,8.5,5.0,5.778,1,
RA-434,2022,AMETISTA,0,7.403,10.0,5.7,8.1,9.0,7.5,6.778,0,
RA-435,2022,AGATA,0,6.599,10.0,4.7,6.2,7.9,7.5,6.444,0,
RA-436,2022,AGATA,0,6.687,10.0,2.0,8.1,9.5,7.5,6.611,0,
RA-437,2022,AGATA,-1,6.875,5.0,5.8,8.3,8.5,7.5,6.611,1,
RA-438,2022,AMETISTA,0,7.764,10.0,7.3,8.7,8.0,7.5,6.889,0,
RA-439,2022,QUARTZO,-1,5.519,5.0,2.3,4.9,9.0,7.5,6.5,1,
RA-440,2022,AMETISTA,0,7.329,10.0,5.5,9.0,9.5,6.9,5.833,0,
RA-441,2022,TOPAZIO,0,8.188,10.0,8.0,7.9,9.0,7.5,8.333,0,
RA-442,2022,TOPAZIO,0,8.226,10.0,7.5,8.2,10.0,7.5,8.222,0,
RA-443,2022,AMETISTA,-1,7.482,5.0,5.6,9.1,9.0,7.5,8.5,1,
RA-444,2022,AGATA,0,6.665,10.0,3.1,7.2,9.0,5.0,7.778,0,
RA-445,2022,AGATA,-1,6.924,5.0,3.8,9.4,9.0,7.5,7.5,1,
RA-446,2022,AMETISTA,-1,7.367,5.0,6.9,8.9,9.5,5.0,7.889,1,
RA-447,2022,QUARTZO,0,5.607,10.0,3.5,7.0,0.0,7.5,5.556,0,
RA-448,2022,AMETISTA,0,7.972,10.0,5.5,9.7,9.0,7.5,8.111,0,
RA-449,2022,AGATA,-1,6.143,5.0,7.0,6.0,0.0,7.5,8.111,1,
RA-450,2022,AMETISTA,-1,7.843,5.0,7.5,9.1,10.0,7.5,8.111,1,
RA-451,2022,AGATA,-1,6.434,5.0,6.1,6.0,9.0,6.3,6.889,1,
RA-452,2022,AGATA,-1,6.287,5.0,4.8,5.6,9.0,7.5,7.167,1,
RA-453,2022,AMETISTA,-1,7.845,5.0,8.8,8.7,9.0,7.5,7.778,1,
RA-454,2022,QUARTZO,-2,5.561,5.0,2.3,8.6,9.5,5.0,5.444,1,
RA-455,2022,AGATA,-1,6.876,5.0,6.3,7.9,7.0,7.5,7.278,1,
RA-456,2022,AMETISTA,-1,7.193,5.0,7.3,8.2,6.4,6.3,8.389,1,
RA-457,2022,AMETISTA,-1,7.68,5.0,8.5,8.8,8.0,7.5,7.667,1,
RA-458,2022,AGATA,-1,6.512,5.0,5.6,7.7,8.0,7.5,5.833,1,
RA-459,2022,AMETISTA,-1,7.28,5.0,7.3,9.1,7.0,8.1,7.222,1,
RA-460,2022,QUARTZO,-1,5.711,5.0,3.3,8.1,6.8,7.5,5.056,1,
RA-461,2022,QUARTZO,-1,5.451,5.0,3.8,6.7,0.0,7.5,7.222,1,
RA-462,2022,AGATA,-2,6.626,5.0,3.6,8.5,10.0,7.5,6.778,1,
RA-463,2022,AGATA,-1,6.41,5.0,2.5,7.8,10.0,7.5,7.389,1,
RA-464,2022,AGATA,-1,6.745,5.0,4.8,8.0,7.5,7.5,7.722,1,
RA-465,2022,AMETISTA,0,8.012,10.0,7.8,7.9,8.0,7.5,8.444,0,
RA-466,2022,AGATA,-1,6.826,5.0,3.3,9.7,8.5,7.5,7.556,1,
RA-467,2022,AGATA,-1,6.38,5.0,5.5,8.4,5.8,5.0,7.111,1,
RA-468,2022,AGATA,-1,6.313,5.0,4.1,6.7,9.5,7.5,6.722,1,
RA-469,2022,AMETISTA,0,7.624,10.0,5.7,9.6,9.0,5.0,7.833,0,
RA-470,2022,AMETISTA,-1,7.378,5.0,6.3,9.7,8.0,7.5,7.5,1,
RA-471,2022,AGATA,-1,6.535,5.0,6.3,8.5,3.5,5.0,8.056,1,
RA-472,2022,QUARTZO,-1,5.93,5.0,2.0,7.0,9.0,7.5,7.056,1,
RA-473,2022,QUARTZO,-1,5.915,5.0,4.3,6.1,8.0,7.5,5.889,1,
RA-474,2022,AGATA,-1,6.446,5.0,3.0,9.1,9.5,7.5,6.0,1,
RA-475,2022,AMETISTA,-1,7.199,5.0,5.8,9.2,8.5,7.5,7.667,1,
RA-476,2022,AGATA,-1,6.931,5.0,5.5,9.3,9.0,4.4,7.556,1,
RA-477,2022,QUARTZO,-1,3.633,5.0,0.7,5.0,0.0,5.6,4.5,1,
RA-478,2022,AGATA,-1,6.709,5.0,4.9,9.1,8.5,5.6,7.056,1,
RA-479,2022,TOPAZIO,-1,8.465,5.0,9.8,9.2,8.0,7.5,9.5,1,
RA-480,2022,AMETISTA,-1,7.502,5.0,6.3,8.8,9.0,7.5,8.444,1,
RA-481,2022,AMETISTA,0,7.21,10.0,5.2,8.0,9.0,7.5,6.889,0,
RA-482,2022,AGATA,-1,6.866,5.0,5.5,7.9,10.0,7.5,6.833,1,
RA-483,2022,QUARTZO,-1,5.263,5.0,2.4,4.8,9.0,5.0,6.833,1,
RA-484,2022,AGATA,-1,6.71,5.0,6.5,8.7,9.5,5.0,6.389,1,
RA-485,2022,QUARTZO,-1,4.742,5.0,1.2,4.0,9.5,7.5,5.444,1,
RA-486,2022,AMETISTA,-1,7.621,5.0,7.3,9.9,10.0,7.5,7.222,1,
RA-487,2022,TOPAZIO,-1,8.417,5.0,9.6,9.7,7.5,7.5,9.333,1,
RA-488,2022,AMETISTA,-1,7.413,5.0,7.3,8.8,8.5,7.5,7.722,1,
RA-489,2022,QUARTZO,0,5.853,10.0,0.0,7.2,9.0,7.5,6.5,0,
RA-490,2022,AMETISTA,-1,7.576,5.0,7.7,8.2,7.9,7.5,8.722,1,
RA-491,2022,AMETISTA,-1,7.461,5.0,7.0,9.7,7.5,7.5,7.722,1,
RA-492,2022,AMETISTA,-1,7.678,5.0,7.1,8.8,10.0,7.5,8.278,1,
RA-493,2022,TOPAZIO,0,8.306,10.0,7.2,9.4,10.0,7.5,8.278,0,
RA-494,2022,AGATA,-1,6.407,5.0,5.8,8.3,6.4,5.0,6.944,1,
RA-495,2022,AMETISTA,-1,7.857,5.0,8.4,8.9,9.0,7.5,8.056,1,
RA-496,2022,AGATA,-1,6.683,5.0,5.7,6.8,8.5,7.5,7.556,1,
RA-497,2022,AGATA,-2,6.323,5.0,5.1,9.2,6.9,5.0,5.833,1,
RA-498,2022,AMETISTA,-1,7.7,5.0,8.8,8.8,8.5,7.5,7.556,1,
RA-499,2022,AMETISTA,-1,7.826,5.0,8.2,10.0,8.5,7.5,7.444,1,
RA-500,2022,TOPAZIO,-1,8.232,5.0,9.5,10.0,9.0,7.5,7.889,1,
RA-501,2022,AMETISTA,0,7.794,10.0,6.8,8.8,8.5,7.5,7.333,0,
RA-502,2022,TOPAZIO,1,8.287,10.0,7.4,9.7,9.5,7.5,7.778,0,
RA-503,2022,AMETISTA,-1,7.95,5.0,8.8,10.0,8.5,7.5,7.5,1,
RA-504,2022,TOPAZIO,0,8.072,10.0,8.0,8.9,8.5,7.5,7.556,0,
RA-505,2022,AMETISTA,-1,7.591,5.0,8.4,8.0,9.5,7.5,7.556,1,
RA-506,2022,AMETISTA,-2,7.132,5.0,7.2,7.3,9.5,7.5,7.278,1,
RA-507,2022,AMETISTA,-1,7.653,5.0,7.4,10.0,8.5,7.5,7.222,1,
RA-508,2022,AGATA,-1,6.575,5.0,4.5,7.4,8.0,7.5,7.556,1,
RA-509,2022,AMETISTA,-2,7.808,5.0,9.2,8.2,9.0,7.5,7.833,1,
RA-510,2022,AMETISTA,-2,7.336,5.0,7.1,9.3,8.0,7.5,7.056,1,
RA-511,2022,AMETISTA,-1,7.094,5.0,5.3,10.0,8.0,7.5,7.056,1,
RA-512,2022,AMETISTA,-1,7.365,5.0,6.2,9.3,9.0,7.5,7.722,1,
RA-513,2022,TOPAZIO,0,8.229,10.0,8.3,9.6,9.0,5.6,7.778,0,
RA-514,2022,AMETISTA,0,7.039,10.0,4.8,9.7,8.0,7.5,5.889,0,
RA-515,2022,AGATA,-2,6.582,5.0,5.8,6.3,8.0,7.5,7.556,1,
RA-516,2022,TOPAZIO,0,8.903,10.0,9.9,9.7,10.0,7.5,8.056,0,
RA-517,2022,AMETISTA,-2,7.604,5.0,7.7,9.5,6.9,7.5,7.833,1,
RA-518,2022,AMETISTA,-1,7.661,5.0,7.5,9.4,9.0,7.5,7.5,1,
RA-519,2022,AMETISTA,0,8.0,10.0,7.5,9.6,7.4,7.5,7.333,0,
RA-520,2022,AMETISTA,-1,7.035,5.0,6.8,6.8,10.0,7.5,7.278,1,
RA-521,2022,AMETISTA,0,7.725,10.0,6.0,10.0,9.0,5.0,7.5,0,
RA-522,2022,TOPAZIO,0,8.306,10.0,7.5,9.1,9.5,7.5,8.167,0,
RA-523,2022,AMETISTA,-1,7.591,5.0,6.5,9.5,10.0,7.5,7.556,1,
RA-524,2022,AGATA,-1,6.947,5.0,9.1,9.4,0.0,5.0,8.056,1,
RA-525,2022,AMETISTA,-1,8.013,5.0,8.6,9.3,9.0,7.5,8.167,1,
RA-526,2022,TOPAZIO,-2,8.079,5.0,8.0,9.9,10.0,7.5,8.167,1,
RA-527,2022,AMETISTA,0,8.025,10.0,6.5,10.0,8.5,7.5,7.5,0,
RA-528,2022,QUARTZO,-1,5.335,5.0,4.0,6.2,0.0,7.5,6.944,1,
RA-529,2022,AGATA,-2,6.51,5.0,5.2,8.9,8.5,5.0,6.556,1,
RA-530,2022,TOPAZIO,-1,8.338,5.0,8.9,9.0,10.0,7.5,9.056,1,
RA-531,2022,AMETISTA,-1,8.057,5.0,7.8,9.8,9.5,7.5,8.167,1,
RA-532,2022,AMETISTA,0,7.792,10.0,5.5,9.7,9.5,7.5,7.167,0,
RA-533,2022,AGATA,-1,6.962,5.0,6.0,8.8,8.5,5.6,7.333,1,
RA-534,2022,AMETISTA,-2,7.131,5.0,7.1,7.4,9.0,7.5,7.333,1,
RA-535,2022,AGATA,-1,6.953,5.0,5.1,9.2,9.0,7.5,6.917,1,
RA-536,2022,AMETISTA,-1,7.106,5.0,6.0,8.9,9.5,5.6,7.75,1,
RA-537,2022,AGATA,-1,6.641,5.0,4.8,9.0,9.5,4.4,7.167,1,
RA-538,2022,AGATA,-2,6.309,5.0,6.8,7.5,8.5,5.6,5.583,1,
RA-539,2022,AMETISTA,-1,7.665,5.0,7.5,9.3,8.5,6.9,8.417,1,
RA-540,2022,AMETISTA,-1,7.303,5.0,7.0,9.5,8.5,5.6,7.5,1,
RA-541,2022,QUARTZO,-3,5.427,2.5,2.5,7.8,10.0,6.9,5.0,1,
RA-542,2022,AMETISTA,-1,7.221,5.0,6.5,9.8,8.0,6.3,7.417,1,
RA-543,2022,AMETISTA,-1,7.05,5.0,6.5,9.8,8.5,4.4,7.167,1,
RA-544,2022,AGATA,-1,6.307,5.0,3.3,9.7,9.5,5.6,6.0,1,
RA-545,2022,AGATA,-2,6.723,5.0,5.5,6.6,9.5,7.5,7.5,1,
RA-546,2022,AGATA,-1,6.77,5.0,5.6,7.9,9.0,5.0,7.917,1,
RA-547,2022,AMETISTA,-1,7.745,5.0,7.6,9.7,9.5,5.0,8.833,1,
RA-548,2022,AMETISTA,-2,7.292,5.0,7.2,9.1,8.0,6.9,7.583,1,
RA-549,2022,AGATA,-1,6.301,5.0,4.2,7.9,10.0,6.9,6.167,1,
RA-550,2022,AGATA,-2,6.026,5.0,1.9,9.0,9.0,6.9,6.25,1,
RA-551,2022,AGATA,-2,6.853,5.0,6.6,7.3,8.5,6.9,7.333,1,
RA-552,2022,AGATA,-1,6.625,5.0,5.5,8.8,9.5,5.0,7.167,1,
RA-553,2022,AGATA,-1,6.39,5.0,3.3,6.9,9.5,6.9,8.167,1,
RA-554,2022,QUARTZO,-2,5.588,5.0,4.0,6.0,7.9,6.9,5.75,1,
RA-555,2022,QUARTZO,-2,5.949,5.0,4.4,8.1,9.5,5.0,5.167,1,
RA-556,2022,AMETISTA,-1,7.181,5.0,6.4,8.8,9.0,5.0,8.25,1,
RA-557,2022,TOPAZIO,-1,8.334,5.0,9.4,8.4,10.0,7.5,9.333,1,
RA-558,2022,QUARTZO,-3,5.539,2.5,4.3,8.5,9.0,5.0,4.5,1,
RA-559,2022,AMETISTA,-1,7.634,5.0,7.1,9.2,9.5,7.5,8.083,1,
RA-560,2022,QUARTZO,-1,4.949,5.0,3.8,7.2,6.9,5.0,3.75,1,
RA-561,2022,AMETISTA,-1,7.856,5.0,7.4,9.0,9.0,7.5,8.833,1,
RA-562,2022,AMETISTA,-1,7.855,5.0,8.0,9.0,8.0,7.5,8.75,1,
RA-563,2022,TOPAZIO,-1,8.22,5.0,8.5,9.2,10.0,7.5,8.833,1,
RA-564,2022,QUARTZO,-2,4.972,5.0,2.3,3.8,9.5,5.0,6.833,1,
RA-565,2022,QUARTZO,-2,5.233,5.0,2.9,4.1,9.0,7.5,5.917,1,
RA-566,2022,AMETISTA,-2,7.729,5.0,8.5,8.4,9.5,7.5,7.917,1,
RA-567,2022,AGATA,-1,6.281,5.0,4.8,6.0,9.5,7.5,6.833,1,
RA-568,2022,AMETISTA,-3,7.306,2.5,8.3,8.6,8.0,6.9,7.944,1,
RA-569,2022,AMETISTA,-2,7.074,5.0,6.8,8.7,9.5,5.0,7.333,1,
RA-570,2022,QUARTZO,-1,5.722,5.0,1.3,7.0,9.0,7.5,6.778,1,
RA-571,2022,AGATA,-1,6.589,5.0,3.7,8.8,8.5,7.5,6.944,1,
RA-572,2022,AMETISTA,0,7.48,10.0,6.8,8.0,8.5,7.5,6.833,0,
RA-573,2022,TOPAZIO,-1,8.261,5.0,8.2,9.9,9.5,7.5,8.944,1,
RA-574,2022,AGATA,-1,6.86,5.0,7.5,7.2,9.5,5.0,6.944,1,
RA-575,2022,QUARTZO,-2,5.889,5.0,2.8,6.1,8.0,7.5,7.0,1,
RA-576,2022,AMETISTA,-1,7.59,5.0,7.8,9.1,9.5,7.5,7.111,1,
